class_label,amp_bin,mo_join_status,magnitude_bin,period_bin,teff_bin,cone_count_bin,separation_bin,n_roster,n_fetched,n_crossmatched,n_qc_passed,n_both_passes,analysis_status,prespecified,interval
dsct_flag2,amp_unknown,mo_unjoined,g_gt_14,period_unknown,"[6597,6737)",7-9,<0.054159657268769895,2,2,2,2,2,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_gt_14,period_unknown,"[6597,6737)",>=10,"[0.15375607598589985,1.0)",1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_gt_14,period_unknown,"[6737,7092.5)",4-6,<0.054159657268769895,1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_gt_14,period_unknown,"[6737,7092.5)",>=10,"[0.0972924425684607,0.15375607598589985)",1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,<6597,4-6,<0.054159657268769895,1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,<6597,>=10,<0.054159657268769895,1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,>=7092.5,0-3,<0.054159657268769895,1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,>=7092.5,0-3,"[0.0972924425684607,0.15375607598589985)",1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,>=7092.5,0-3,"[0.15375607598589985,1.0)",1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,>=7092.5,0-3,sep_unknown,2,2,0,0,0,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,>=7092.5,4-6,<0.054159657268769895,3,3,3,3,3,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,>=7092.5,4-6,"[0.054159657268769895,0.0972924425684607)",4,4,4,4,4,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,>=7092.5,4-6,"[0.0972924425684607,0.15375607598589985)",1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,>=7092.5,4-6,"[0.15375607598589985,1.0)",1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,>=7092.5,7-9,<0.054159657268769895,1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,>=7092.5,7-9,"[0.054159657268769895,0.0972924425684607)",3,3,3,3,3,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,>=7092.5,7-9,"[0.0972924425684607,0.15375607598589985)",6,6,6,5,5,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,>=7092.5,7-9,"[0.15375607598589985,1.0)",1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,>=7092.5,>=10,<0.054159657268769895,7,7,7,7,7,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,>=7092.5,>=10,"[0.054159657268769895,0.0972924425684607)",5,5,5,5,5,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,>=7092.5,>=10,"[0.0972924425684607,0.15375607598589985)",2,2,2,2,2,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,>=7092.5,>=10,"[0.15375607598589985,1.0)",1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,"[6597,6737)",4-6,"[0.0972924425684607,0.15375607598589985)",1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,"[6597,6737)",7-9,"[0.0972924425684607,0.15375607598589985)",2,2,2,2,2,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,"[6597,6737)",>=10,<0.054159657268769895,1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,"[6597,6737)",>=10,"[0.0972924425684607,0.15375607598589985)",2,2,2,2,2,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,"[6597,6737)",>=10,"[0.15375607598589985,1.0)",2,2,2,2,2,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,"[6737,7092.5)",4-6,<0.054159657268769895,2,2,2,2,2,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,"[6737,7092.5)",4-6,"[0.054159657268769895,0.0972924425684607)",1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,"[6737,7092.5)",4-6,"[0.0972924425684607,0.15375607598589985)",1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,"[6737,7092.5)",7-9,<0.054159657268769895,1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,"[6737,7092.5)",7-9,"[0.054159657268769895,0.0972924425684607)",1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,"[6737,7092.5)",7-9,"[0.15375607598589985,1.0)",1,1,1,1,1,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,"[6737,7092.5)",>=10,"[0.054159657268769895,0.0972924425684607)",3,3,3,3,3,prespecified_compliance,True,none
dsct_flag2,amp_unknown,mo_unjoined,g_le_14,period_unknown,"[6737,7092.5)",>=10,"[0.0972924425684607,0.15375607598589985)",2,2,2,1,1,prespecified_compliance,True,none
